"","name.cell_line","name.virus","code","genome_coverage"
"27251","CAL29","Cowpox virus, complete genome","NC_003663.2",0.047
"27252","HEC151","Cowpox virus, complete genome","NC_003663.2",0.045
"27253","SKOV3","Cowpox virus, complete genome","NC_003663.2",0.04
"27254","KPNYN","Cowpox virus, complete genome","NC_003663.2",0.04
"27255","AM38","Cowpox virus, complete genome","NC_003663.2",0.041
"27256","TC71","Cowpox virus, complete genome","NC_003663.2",0.042
"27257","SNU119","Cowpox virus, complete genome","NC_003663.2",0.041
"27258","IGR1","Cowpox virus, complete genome","NC_003663.2",0.04
"27259","LNCAPCLONEFGC","Cowpox virus, complete genome","NC_003663.2",0.042
"27260","RERFLCAD1","Cowpox virus, complete genome","NC_003663.2",0.049
"27261","SNU489","Cowpox virus, complete genome","NC_003663.2",0.042
"27262","KNS42","Cowpox virus, complete genome","NC_003663.2",0.048
"27263","ONCODG1","Cowpox virus, complete genome","NC_003663.2",0.042
"27264","PK59","Cowpox virus, complete genome","NC_003663.2",0.047
"27265","NCIH2452","Cowpox virus, complete genome","NC_003663.2",0.049
"27266","A431","Cowpox virus, complete genome","NC_003663.2",0.034
"27267","JURLMK1","Cowpox virus, complete genome","NC_003663.2",0.04
"27268","L540","Cowpox virus, complete genome","NC_003663.2",0.037
"27269","NCIH820","Cowpox virus, complete genome","NC_003663.2",0.035
"27270","SCC9","Cowpox virus, complete genome","NC_003663.2",0.07
"27271","JL1","Cowpox virus, complete genome","NC_003663.2",0.049
"27272","NCIH520","Cowpox virus, complete genome","NC_003663.2",0.042
"27273","HS821T","Cowpox virus, complete genome","NC_003663.2",0.042
"27274","KU812","Cowpox virus, complete genome","NC_003663.2",0.042
"27275","HS343T","Cowpox virus, complete genome","NC_003663.2",0.048
"27276","OPM2","Cowpox virus, complete genome","NC_003663.2",0.045
"27277","COLO684","Cowpox virus, complete genome","NC_003663.2",0.049
"27278","WM793","Cowpox virus, complete genome","NC_003663.2",0.047
"27279","RKO","Cowpox virus, complete genome","NC_003663.2",0.034
"27280","SNU8","Cowpox virus, complete genome","NC_003663.2",0.049
"27281","HEC251","Cowpox virus, complete genome","NC_003663.2",0.042
"27282","TALL1","Cowpox virus, complete genome","NC_003663.2",0.035
"27283","SKBR3","Cowpox virus, complete genome","NC_003663.2",0.04
"27284","PC3","Cowpox virus, complete genome","NC_003663.2",0.04
"27285","QGP1","Cowpox virus, complete genome","NC_003663.2",0.032
"27286","HS840T","Cowpox virus, complete genome","NC_003663.2",0.042
"27287","PANC0504","Cowpox virus, complete genome","NC_003663.2",0.044
"27288","CA46","Cowpox virus, complete genome","NC_003663.2",0.042
"27289","SKNMC","Cowpox virus, complete genome","NC_003663.2",0.042
"27290","KYSE450","Cowpox virus, complete genome","NC_003663.2",0.038
"27291","NCIH2347","Cowpox virus, complete genome","NC_003663.2",0.049
"27292","NCIH446","Cowpox virus, complete genome","NC_003663.2",0.035
"27293","NCIH1623","Cowpox virus, complete genome","NC_003663.2",0.047
"27294","CORL279","Cowpox virus, complete genome","NC_003663.2",0.025
"27295","TE1","Cowpox virus, complete genome","NC_003663.2",0.049
"27296","GCT","Cowpox virus, complete genome","NC_003663.2",0.041
"27297","HCC95","Cowpox virus, complete genome","NC_003663.2",0.049
"27298","KIJK","Cowpox virus, complete genome","NC_003663.2",0.049
"27299","HSC4","Cowpox virus, complete genome","NC_003663.2",0.041
"27300","HCC1806","Cowpox virus, complete genome","NC_003663.2",0.039
"27301","CAPAN1","Cowpox virus, complete genome","NC_003663.2",0.039
"27302","BL41","Cowpox virus, complete genome","NC_003663.2",0.049
"27303","NCIH23","Cowpox virus, complete genome","NC_003663.2",0.042
"27304","HCC1428","Cowpox virus, complete genome","NC_003663.2",0.051
"27305","HUH1","Cowpox virus, complete genome","NC_003663.2",0.042
"27306","NCIH1355","Cowpox virus, complete genome","NC_003663.2",0.042
"27307","LCLC97TM1","Cowpox virus, complete genome","NC_003663.2",0.049
"27308","JHH7","Cowpox virus, complete genome","NC_003663.2",0.045
"27309","RPMI8402","Cowpox virus, complete genome","NC_003663.2",0.049
"27310","NCIH2291","Cowpox virus, complete genome","NC_003663.2",0.039
"27311","DV90","Cowpox virus, complete genome","NC_003663.2",0.047
"27312","NUDUL1","Cowpox virus, complete genome","NC_003663.2",0.04
"27313","K029AX","Cowpox virus, complete genome","NC_003663.2",0.04
"27314","SNB75","Cowpox virus, complete genome","NC_003663.2",0.041
"27315","KPL4","Cowpox virus, complete genome","NC_003663.2",0.035
"27316","OV56","Cowpox virus, complete genome","NC_003663.2",0.049
"27317","SKHEP1","Cowpox virus, complete genome","NC_003663.2",0.039
"27318","EPLC272H","Cowpox virus, complete genome","NC_003663.2",0.049
"27319","CMLT1","Cowpox virus, complete genome","NC_003663.2",0.04
"27320","NCIH1395","Cowpox virus, complete genome","NC_003663.2",0.045
"27321","KMRC20","Cowpox virus, complete genome","NC_003663.2",0.042
"27322","NCIH929","Cowpox virus, complete genome","NC_003663.2",0.037
"27323","HUH6","Cowpox virus, complete genome","NC_003663.2",0.049
"27324","KYSE510","Cowpox virus, complete genome","NC_003663.2",0.035
"27325","143B","Cowpox virus, complete genome","NC_003663.2",0.034
"27326","KPNRTBM1","Cowpox virus, complete genome","NC_003663.2",0.041
"27327","P12ICHIKAWA","Cowpox virus, complete genome","NC_003663.2",0.04
"27328","OAW42","Cowpox virus, complete genome","NC_003663.2",0.045
"27329","KM12","Cowpox virus, complete genome","NC_003663.2",0.04
"27330","PL21","Cowpox virus, complete genome","NC_003663.2",0.041
"27331","KMS27","Cowpox virus, complete genome","NC_003663.2",0.045
"27332","HEL","Cowpox virus, complete genome","NC_003663.2",0.047
"27333","KMS11","Cowpox virus, complete genome","NC_003663.2",0.033
"27334","NCIH684","Cowpox virus, complete genome","NC_003663.2",0.042
"27335","MDAMB436","Cowpox virus, complete genome","NC_003663.2",0.041
"27336","SNU1040","Cowpox virus, complete genome","NC_003663.2",0.042
"27337","IGROV1","Cowpox virus, complete genome","NC_003663.2",0.042
"27338","HCC1833","Cowpox virus, complete genome","NC_003663.2",0.042
"27339","REC1","Cowpox virus, complete genome","NC_003663.2",0.049
"27340","SNU520","Cowpox virus, complete genome","NC_003663.2",0.041
"27341","IPC298","Cowpox virus, complete genome","NC_003663.2",0.034
"27342","SUDHL6","Cowpox virus, complete genome","NC_003663.2",0.045
"27343","RERFLCKJ","Cowpox virus, complete genome","NC_003663.2",0.04
"27344","AU565","Cowpox virus, complete genome","NC_003663.2",0.04
"27345","HT55","Cowpox virus, complete genome","NC_003663.2",0.035
"27346","DETROIT562","Cowpox virus, complete genome","NC_003663.2",0.045
"27347","HS729","Cowpox virus, complete genome","NC_003663.2",0.042
"27348","BC3C","Cowpox virus, complete genome","NC_003663.2",0.036
"27349","CAL54","Cowpox virus, complete genome","NC_003663.2",0.042
"27350","PEER","Cowpox virus, complete genome","NC_003663.2",0.042
"27351","CAL851","Cowpox virus, complete genome","NC_003663.2",0.044
"27352","CAKI2","Cowpox virus, complete genome","NC_003663.2",0.042
"27353","MCAS","Cowpox virus, complete genome","NC_003663.2",0.043
"27354","NCIH810","Cowpox virus, complete genome","NC_003663.2",0.041
"27355","ECC10","Cowpox virus, complete genome","NC_003663.2",0.04
"27356","CL11","Cowpox virus, complete genome","NC_003663.2",0.042
"27357","MHHCALL4","Cowpox virus, complete genome","NC_003663.2",0.042
"27358","HCC1419","Cowpox virus, complete genome","NC_003663.2",0.035
"27359","SNU1041","Cowpox virus, complete genome","NC_003663.2",0.041
"27360","NCIH2085","Cowpox virus, complete genome","NC_003663.2",0.042
"27361","NH6","Cowpox virus, complete genome","NC_003663.2",0.047
"27362","OVCA420","Cowpox virus, complete genome","NC_003663.2",0.033
"27363","HCC60","Cowpox virus, complete genome","NC_003663.2",0.029
"27364","SNU886","Cowpox virus, complete genome","NC_003663.2",0.035
"27365","OVCAR8","Cowpox virus, complete genome","NC_003663.2",0.042
"27366","SKLMS1","Cowpox virus, complete genome","NC_003663.2",0.042
"27367","KALS1","Cowpox virus, complete genome","NC_003663.2",0.038
"27368","JEKO1","Cowpox virus, complete genome","NC_003663.2",0.04
"27369","BFTC905","Cowpox virus, complete genome","NC_003663.2",0.049
"27370","PATU8988S","Cowpox virus, complete genome","NC_003663.2",0.047
"27371","NAMALWA","Cowpox virus, complete genome","NC_003663.2",0.039
"27372","LS174T","Cowpox virus, complete genome","NC_003663.2",0.028
"27373","CAL33","Cowpox virus, complete genome","NC_003663.2",0.041
"27374","NTERA2","Cowpox virus, complete genome","NC_003663.2",0.033
"27375","SNU308","Cowpox virus, complete genome","NC_003663.2",0.049
"27376","SNU324","Cowpox virus, complete genome","NC_003663.2",0.047
"27377","HCC2108","Cowpox virus, complete genome","NC_003663.2",0.042
"27378","HCC1171","Cowpox virus, complete genome","NC_003663.2",0.045
"27379","JHH5","Cowpox virus, complete genome","NC_003663.2",0.041
"27380","EJM","Cowpox virus, complete genome","NC_003663.2",0.036
"27381","UKE1","Cowpox virus, complete genome","NC_003663.2",0.034
"27382","KELLY","Cowpox virus, complete genome","NC_003663.2",0.045
"27383","COLO800","Cowpox virus, complete genome","NC_003663.2",0.042
"27384","KCL22","Cowpox virus, complete genome","NC_003663.2",0.05
"27385","NCIH647","Cowpox virus, complete genome","NC_003663.2",0.04
"27386","COLO320","Cowpox virus, complete genome","NC_003663.2",0.034
"27387","ECC12","Cowpox virus, complete genome","NC_003663.2",0.042
"27388","DBTRG05MG","Cowpox virus, complete genome","NC_003663.2",0.039
"27389","NCIH2126","Cowpox virus, complete genome","NC_003663.2",0.041
"27390","SKMEL3","Cowpox virus, complete genome","NC_003663.2",0.041
"27391","HCC1576","Cowpox virus, complete genome","NC_003663.2",0.034
"27392","HS895T","Cowpox virus, complete genome","NC_003663.2",0.04
"27393","EOL1","Cowpox virus, complete genome","NC_003663.2",0.041
"27394","KS1","Cowpox virus, complete genome","NC_003663.2",0.049
"27395","CHP126","Cowpox virus, complete genome","NC_003663.2",0.031
"27396","DMS273","Cowpox virus, complete genome","NC_003663.2",0.032
"27397","BV173","Cowpox virus, complete genome","NC_003663.2",0.049
"27398","MOLT3","Cowpox virus, complete genome","NC_003663.2",0.037
"27399","SW900","Cowpox virus, complete genome","NC_003663.2",0.049
"27400","LU65","Cowpox virus, complete genome","NC_003663.2",0.049
"27401","A673","Cowpox virus, complete genome","NC_003663.2",0.043
"27402","EKVX","Cowpox virus, complete genome","NC_003663.2",0.042
"27403","FTC238","Cowpox virus, complete genome","NC_003663.2",0.047
"27404","SCC15","Cowpox virus, complete genome","NC_003663.2",0.041
"27405","RL952","Cowpox virus, complete genome","NC_003663.2",0.049
"27406","DU145","Cowpox virus, complete genome","NC_003663.2",0.034
"27407","OV90","Cowpox virus, complete genome","NC_003663.2",0.031
"27408","TOV21G","Cowpox virus, complete genome","NC_003663.2",0.041
"27409","HUNS1","Cowpox virus, complete genome","NC_003663.2",0.042
"27410","EM2","Cowpox virus, complete genome","NC_003663.2",0.042
"27411","HOP62","Cowpox virus, complete genome","NC_003663.2",0.045
"27412","MDAMB134VI","Cowpox virus, complete genome","NC_003663.2",0.04
"27413","TE15","Cowpox virus, complete genome","NC_003663.2",0.04
"27414","BCP1","Cowpox virus, complete genome","NC_003663.2",0.039
"27415","PECAPJ41CLONED2","Cowpox virus, complete genome","NC_003663.2",0.042
"27416","SNU61","Cowpox virus, complete genome","NC_003663.2",0.039
"27417","KG1","Cowpox virus, complete genome","NC_003663.2",0.042
"27418","NCIH1793","Cowpox virus, complete genome","NC_003663.2",0.039
"27419","SKNFI","Cowpox virus, complete genome","NC_003663.2",0.04
"27420","CALU6","Cowpox virus, complete genome","NC_003663.2",0.045
"27421","NCIH1155","Cowpox virus, complete genome","NC_003663.2",0.04
"27422","HCC1500","Cowpox virus, complete genome","NC_003663.2",0.037
"27423","PFEIFFER","Cowpox virus, complete genome","NC_003663.2",0.047
"27424","RDES","Cowpox virus, complete genome","NC_003663.2",0.039
"27425","PC14","Cowpox virus, complete genome","NC_003663.2",0.045
"27426","59M","Cowpox virus, complete genome","NC_003663.2",0.04
"27427","GP2D","Cowpox virus, complete genome","NC_003663.2",0.043
"27428","RERFLCAI","Cowpox virus, complete genome","NC_003663.2",0.039
"27429","MELHO","Cowpox virus, complete genome","NC_003663.2",0.041
"27430","KMBC2","Cowpox virus, complete genome","NC_003663.2",0.038
"27431","NCIH838","Cowpox virus, complete genome","NC_003663.2",0.039
"27432","NOMO1","Cowpox virus, complete genome","NC_003663.2",0.039
"27433","42MGBA","Cowpox virus, complete genome","NC_003663.2",0.042
"27434","HCC1195","Cowpox virus, complete genome","NC_003663.2",0.04
"27435","D283MED","Cowpox virus, complete genome","NC_003663.2",0.042
"27436","MJ","Cowpox virus, complete genome","NC_003663.2",0.049
"27437","KMRC1","Cowpox virus, complete genome","NC_003663.2",0.049
"27438","M07E","Cowpox virus, complete genome","NC_003663.2",0.037
"27439","SNU620","Canine papillomavirus 2, complete genome","NC_006564.1",2.061
"27440","RERFLCAI","UNVERIFIED: Staphylococcus phage StB12, complete genome","NC_020490.1",0.206
"27441","HUCCT1","UNVERIFIED: Staphylococcus phage StB12, complete genome","NC_020490.1",0.411
"27442","SNU324","UNVERIFIED: Staphylococcus phage StB12, complete genome","NC_020490.1",0.291
"27443","HEC251","UNVERIFIED: Staphylococcus phage StB12, complete genome","NC_020490.1",0.288
"27444","SNU466","UNVERIFIED: Staphylococcus phage StB12, complete genome","NC_020490.1",0.244
"27445","59M","UNVERIFIED: Staphylococcus phage StB12, complete genome","NC_020490.1",0.356
"27446","TE11","UNVERIFIED: Staphylococcus phage StB12, complete genome","NC_020490.1",0.224
"27447","NCIH345","Streptococcus phage 5093, complete genome","NC_012753.1",0.403
"27448","HL60","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.036
"27449","HCC78","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.045
"27450","MUTZ3","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.048
"27451","HS934T","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.027
"27452","OVMANA","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.036
"27453","CL40","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.03
"27454","ONCODG1","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.044
"27455","MOLT16","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.026
"27456","SNU503","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.039
"27457","HUCCT1","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.056
"27458","EOL1","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.037
"27459","JMSU1","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.037
"27460","G292CLONEA141B1","Cronobacter phage vB_CsaM_GAP32, complete genome","NC_019401.1",0.031
"27461","HCC2688","Pseudomonas phage LUZ24, complete genome","NC_010325.1",0.256
"27462","PC3","Staphylococcus phage vB_SepiS-phiIPLA5, complete genome","NC_018281.1",0.218
"27463","SUM229PE","Staphylococcus phage vB_SepiS-phiIPLA5, complete genome","NC_018281.1",0.266
"27464","OV90","Staphylococcus phage vB_SepiS-phiIPLA5, complete genome","NC_018281.1",0.434
"27465","TE15","Staphylococcus phage vB_SepiS-phiIPLA5, complete genome","NC_018281.1",0.324
"27466","SNU840","Staphylococcus phage vB_SepiS-phiIPLA5, complete genome","NC_018281.1",0.422
"27467","SW1573","Saccharomyces 20S RNA narnavirus, complete genome","NC_004051.1",6.722
"27468","A427","Avian sapelovirus, complete genome","NC_006553.1",0.82
"27469","COLO680N","Avian sapelovirus, complete genome","NC_006553.1",0.748
"27470","TMD8","Avian sapelovirus, complete genome","NC_006553.1",0.796
"27471","U2932","Avian sapelovirus, complete genome","NC_006553.1",0.844
"27472","HCC1482","Avian sapelovirus, complete genome","NC_006553.1",0.844
"27473","G22","Avian sapelovirus, complete genome","NC_006553.1",0.796
"27474","NCIH1435","Avian sapelovirus, complete genome","NC_006553.1",0.796
"27475","MX1","Avian sapelovirus, complete genome","NC_006553.1",0.808
"27476","A2780","Avian sapelovirus, complete genome","NC_006553.1",0.808
"27477","COLO205","Avian sapelovirus, complete genome","NC_006553.1",0.808
"27478","WSUNHL","Avian sapelovirus, complete genome","NC_006553.1",0.808
"27479","M059J","Avian sapelovirus, complete genome","NC_006553.1",0.82
"27480","U698M","Avian sapelovirus, complete genome","NC_006553.1",0.844
"27481","SC1","Avian sapelovirus, complete genome","NC_006553.1",0.796
"27482","HS746T","Avian sapelovirus, complete genome","NC_006553.1",0.82
"27483","HCT8","Avian sapelovirus, complete genome","NC_006553.1",0.832
"27484","COLO853","Avian sapelovirus, complete genome","NC_006553.1",0.796
"27485","K029AX","Lactococcus prophage bIL311, complete genome","NC_002670.1",1.151
"27486","NOMO1","Lactococcus prophage bIL311, complete genome","NC_002670.1",0.703
"27487","KYO1","Lactococcus prophage bIL311, complete genome","NC_002670.1",1.365
"27488","RI1","Lactococcus prophage bIL311, complete genome","NC_002670.1",0.6
"27489","G361","Lactococcus prophage bIL311, complete genome","NC_002670.1",1.034
"27490","HS611T","Taterapox virus, complete genome","NC_008291.1",0.049
"27491","HCC44","Mycobacterium phage Butterscotch, complete genome","NC_011286.1",0.081
"27492","OV56","Y73 sarcoma virus, complete genome","NC_008094.1",1.966
"27493","BHT101","Y73 sarcoma virus, complete genome","NC_008094.1",4.684
"27494","HS578T","Y73 sarcoma virus, complete genome","NC_008094.1",2.448
"27495","SKLU1","Y73 sarcoma virus, complete genome","NC_008094.1",4.684
"27496","HCC1569","Y73 sarcoma virus, complete genome","NC_008094.1",4.202
"27497","SQ1","Y73 sarcoma virus, complete genome","NC_008094.1",1.85
"27498","COLO783","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27499","LCLC103H","Y73 sarcoma virus, complete genome","NC_008094.1",2.795
"27500","NCIH2196","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27501","NCIH441","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27502","HS611T","Y73 sarcoma virus, complete genome","NC_008094.1",3.739
"27503","COLO684","Y73 sarcoma virus, complete genome","NC_008094.1",3.103
"27504","TCCPAN2","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27505","HS729","Y73 sarcoma virus, complete genome","NC_008094.1",1.715
"27506","OVK18","Y73 sarcoma virus, complete genome","NC_008094.1",2.062
"27507","PC14","Y73 sarcoma virus, complete genome","NC_008094.1",2.737
"27508","SNU423","Y73 sarcoma virus, complete genome","NC_008094.1",2.101
"27509","SW1116","Y73 sarcoma virus, complete genome","NC_008094.1",2.833
"27510","KHM1B","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27511","SKNMC","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27512","JL1","Y73 sarcoma virus, complete genome","NC_008094.1",1.754
"27513","HSC4","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27514","HCC827","Y73 sarcoma virus, complete genome","NC_008094.1",3.489
"27515","NCIH345","Y73 sarcoma virus, complete genome","NC_008094.1",2.062
"27516","SW900","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27517","COLO829","Y73 sarcoma virus, complete genome","NC_008094.1",3.797
"27518","FTC238","Y73 sarcoma virus, complete genome","NC_008094.1",3.72
"27519","SNUC2A","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27520","HS822T","Y73 sarcoma virus, complete genome","NC_008094.1",1.677
"27521","SF539","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27522","HEC50B","Y73 sarcoma virus, complete genome","NC_008094.1",1.773
"27523","SNU213","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27524","HCC1500","Y73 sarcoma virus, complete genome","NC_008094.1",3.489
"27525","EFM192A","Y73 sarcoma virus, complete genome","NC_008094.1",1.754
"27526","ASPC1","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27527","SNU1040","Y73 sarcoma virus, complete genome","NC_008094.1",1.715
"27528","SF268","Y73 sarcoma virus, complete genome","NC_008094.1",2.564
"27529","JHH1","Y73 sarcoma virus, complete genome","NC_008094.1",2.14
"27530","ECC10","Y73 sarcoma virus, complete genome","NC_008094.1",2.487
"27531","SNU899","Y73 sarcoma virus, complete genome","NC_008094.1",4.915
"27532","LOVO","Y73 sarcoma virus, complete genome","NC_008094.1",1.696
"27533","NIHOVCAR3","Y73 sarcoma virus, complete genome","NC_008094.1",3.219
"27534","DETROIT562","Y73 sarcoma virus, complete genome","NC_008094.1",4.144
"27535","SNU349","Y73 sarcoma virus, complete genome","NC_008094.1",2.101
"27536","NCIH28","Y73 sarcoma virus, complete genome","NC_008094.1",1.754
"27537","A172","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27538","SW780","Y73 sarcoma virus, complete genome","NC_008094.1",1.696
"27539","KPNSI9S","Y73 sarcoma virus, complete genome","NC_008094.1",2.159
"27540","RPMI8402","Y73 sarcoma virus, complete genome","NC_008094.1",1.87
"27541","SNU1214","Y73 sarcoma virus, complete genome","NC_008094.1",3.431
"27542","COLO800","Y73 sarcoma virus, complete genome","NC_008094.1",2.005
"27543","HUG1N","Y73 sarcoma virus, complete genome","NC_008094.1",4.048
"27544","SKMEL3","Y73 sarcoma virus, complete genome","NC_008094.1",1.735
"27545","RMUGS","Y73 sarcoma virus, complete genome","NC_008094.1",1.773
"27546","ME1","Y73 sarcoma virus, complete genome","NC_008094.1",1.619
"27547","RKN","Y73 sarcoma virus, complete genome","NC_008094.1",2.14
"27548","HS840T","Y73 sarcoma virus, complete genome","NC_008094.1",3.45
"27549","SNU685","Y73 sarcoma virus, complete genome","NC_008094.1",3.527
"27550","CAL54","Y73 sarcoma virus, complete genome","NC_008094.1",4.183
"27551","NCIH1963","Y73 sarcoma virus, complete genome","NC_008094.1",1.735
"27552","HT144","Y73 sarcoma virus, complete genome","NC_008094.1",1.85
"27553","HS675T","Y73 sarcoma virus, complete genome","NC_008094.1",1.85
"27554","8305C","Y73 sarcoma virus, complete genome","NC_008094.1",1.889
"27555","KALS1","Y73 sarcoma virus, complete genome","NC_008094.1",1.87
"27556","NCIH1755","Y73 sarcoma virus, complete genome","NC_008094.1",4.761
"27557","WM115","Y73 sarcoma virus, complete genome","NC_008094.1",2.217
"27558","CHP126","Y73 sarcoma virus, complete genome","NC_008094.1",4.163
"27559","LS411N","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27560","A101D","Y73 sarcoma virus, complete genome","NC_008094.1",5.05
"27561","OVCAR8","Y73 sarcoma virus, complete genome","NC_008094.1",2.14
"27562","GMS10","Y73 sarcoma virus, complete genome","NC_008094.1",4.086
"27563","HUH1","Y73 sarcoma virus, complete genome","NC_008094.1",4.857
"27564","NCIH2228","Y73 sarcoma virus, complete genome","NC_008094.1",3.566
"27565","NCIH209","Y73 sarcoma virus, complete genome","NC_008094.1",3.103
"27566","SNU119","Y73 sarcoma virus, complete genome","NC_008094.1",2.988
"27567","SKOV3","Y73 sarcoma virus, complete genome","NC_008094.1",1.754
"27568","NCIH684","Y73 sarcoma virus, complete genome","NC_008094.1",2.14
"27569","BT20","Y73 sarcoma virus, complete genome","NC_008094.1",1.831
"27570","CAL33","Y73 sarcoma virus, complete genome","NC_008094.1",3.836
"27571","42MGBA","Y73 sarcoma virus, complete genome","NC_008094.1",1.658
"27572","KNS81","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27573","NCCSTCK140","Y73 sarcoma virus, complete genome","NC_008094.1",4.53
"27574","SNU216","Y73 sarcoma virus, complete genome","NC_008094.1",1.773
"27575","JHH5","Y73 sarcoma virus, complete genome","NC_008094.1",3.604
"27576","NCIH1436","Y73 sarcoma virus, complete genome","NC_008094.1",1.831
"27577","NCIH1792","Y73 sarcoma virus, complete genome","NC_008094.1",2.988
"27578","NUGC2","Y73 sarcoma virus, complete genome","NC_008094.1",2.005
"27579","SNU475","Y73 sarcoma virus, complete genome","NC_008094.1",1.85
"27580","NCIH847","Y73 sarcoma virus, complete genome","NC_008094.1",0.983
"27581","HS934T","Y73 sarcoma virus, complete genome","NC_008094.1",1.87
"27582","KS1","Y73 sarcoma virus, complete genome","NC_008094.1",1.773
"27583","LAMA84","Y73 sarcoma virus, complete genome","NC_008094.1",2.872
"27584","RERFLCMS","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
"27585","MDAMB415","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27586","HS600T","Y73 sarcoma virus, complete genome","NC_008094.1",1.735
"27587","NUDHL1","Y73 sarcoma virus, complete genome","NC_008094.1",1.715
"27588","SW1417","Y73 sarcoma virus, complete genome","NC_008094.1",1.87
"27589","A4FUK","Y73 sarcoma virus, complete genome","NC_008094.1",2.949
"27590","HCC38","Y73 sarcoma virus, complete genome","NC_008094.1",4.144
"27591","A498","Y73 sarcoma virus, complete genome","NC_008094.1",5.359
"27592","NCIH1944","Y73 sarcoma virus, complete genome","NC_008094.1",5.898
"27593","CL14","Y73 sarcoma virus, complete genome","NC_008094.1",5.551
"27594","SNU520","Y73 sarcoma virus, complete genome","NC_008094.1",2.544
"27595","D341MED","Y73 sarcoma virus, complete genome","NC_008094.1",3.026
"27596","SNU489","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27597","SNU886","Y73 sarcoma virus, complete genome","NC_008094.1",1.6
"27598","JURKAT","Y73 sarcoma virus, complete genome","NC_008094.1",1.889
"27599","CAKI2","Y73 sarcoma virus, complete genome","NC_008094.1",2.159
"27600","PK59","Y73 sarcoma virus, complete genome","NC_008094.1",2.005
"27601","NCIH1648","Y73 sarcoma virus, complete genome","NC_008094.1",5.493
"27602","A253","Y73 sarcoma virus, complete genome","NC_008094.1",3.026
"27603","MDAMB157","Y73 sarcoma virus, complete genome","NC_008094.1",1.87
"27604","SKCO1","Y73 sarcoma virus, complete genome","NC_008094.1",1.619
"27605","HSC2","Y73 sarcoma virus, complete genome","NC_008094.1",3.932
"27606","M059K","Y73 sarcoma virus, complete genome","NC_008094.1",1.889
"27607","MEWO","Y73 sarcoma virus, complete genome","NC_008094.1",1.85
"27608","HS852T","Y73 sarcoma virus, complete genome","NC_008094.1",1.889
"27609","CAL851","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27610","RMGI","Y73 sarcoma virus, complete genome","NC_008094.1",3.932
"27611","S117","Y73 sarcoma virus, complete genome","NC_008094.1",3.123
"27612","F36P","Y73 sarcoma virus, complete genome","NC_008094.1",1.908
"27613","ECGI10","Y73 sarcoma virus, complete genome","NC_008094.1",1.831
"27614","SNU410","Y73 sarcoma virus, complete genome","NC_008094.1",3.682
"27615","769P","Y73 sarcoma virus, complete genome","NC_008094.1",4.318
"27616","PATU8988S","Y73 sarcoma virus, complete genome","NC_008094.1",1.773
"27617","SCC9","Y73 sarcoma virus, complete genome","NC_008094.1",3.739
"27618","BICR22","Y73 sarcoma virus, complete genome","NC_008094.1",1.889
"27619","SNU1041","Y73 sarcoma virus, complete genome","NC_008094.1",3.836
"27620","HS839T","Y73 sarcoma virus, complete genome","NC_008094.1",3.894
"27621","CALU3","Y73 sarcoma virus, complete genome","NC_008094.1",2.564
"27622","NCIH2085","Y73 sarcoma virus, complete genome","NC_008094.1",6.554
"27623","COLO201","Y73 sarcoma virus, complete genome","NC_008094.1",2.795
"27624","SNU1272","Y73 sarcoma virus, complete genome","NC_008094.1",3.527
"27625","HCC1588","Y73 sarcoma virus, complete genome","NC_008094.1",1.928
"27626","JHH2","Y73 sarcoma virus, complete genome","NC_008094.1",2.467
"27627","639V","Y73 sarcoma virus, complete genome","NC_008094.1",1.947
